Customer_Age,Customer_Tenure,Order_Value,Items,Payment_Method,Shipping_Distance,Previous_Orders,Failed_Payments,Account_Age,Discount_Used,Express_Shipping,Device_Type,Is_Fraud
37,11,2721,5,2,656,75,4,81,1,0,0,0
54,6,36058,7,0,763,72,0,7,0,1,1,0
37,1,4048,9,0,618,92,1,56,0,0,1,0
29,6,1387,1,3,711,26,2,5,0,1,1,0
50,3,24002,5,1,337,4,0,40,1,0,2,0
45,7,47458,3,0,1435,25,5,61,1,1,1,1
25,2,21264,3,1,768,29,3,91,1,0,0,0
18,14,15768,2,2,2867,77,1,65,1,1,1,1
54,6,1872,6,1,2433,96,2,66,0,1,0,0
39,8,32338,6,0,1506,34,1,68,1,1,0,0
23,1,39068,3,3,1627,74,1,65,0,1,2,0
38,11,15862,1,1,1021,52,0,93,1,0,0,0
49,11,36006,7,1,1078,67,0,85,0,1,2,0
52,13,7313,2,2,1776,32,3,42,0,0,1,0
32,9,15041,8,3,2640,69,4,35,0,1,0,0
22,5,30445,3,1,1214,27,3,98,0,1,1,1
63,5,35284,1,3,2879,73,5,103,0,1,1,1
67,13,16064,9,0,1891,35,2,66,1,1,0,0
65,12,26955,5,3,1627,48,2,25,1,0,1,0
23,5,18068,1,0,2551,89,1,6,0,0,0,0
42,6,1146,6,2,189,93,0,8,0,1,0,0
63,2,15009,3,2,1789,85,1,35,1,1,1,0
57,6,13678,4,2,1572,52,4,53,0,0,0,0
46,14,23468,8,0,870,68,1,19,1,1,2,0
24,11,28699,5,1,1592,1,5,9,0,1,2,0
57,4,5819,6,0,2627,96,2,33,1,1,1,1
30,8,16060,4,3,1337,79,5,8,0,0,0,0
55,13,23706,6,3,1193,70,2,38,1,0,1,0
35,11,48466,3,0,2847,63,5,32,1,0,1,1
19,9,15724,1,2,2179,20,3,23,0,1,0,0
25,9,39279,6,2,678,34,5,34,1,0,1,1
28,8,40942,1,3,949,45,1,87,0,1,0,0
50,3,10452,3,3,1588,85,0,46,1,0,0,0
55,10,30985,8,1,152,47,4,32,1,0,1,1
65,11,15103,7,1,922,21,4,1,1,1,2,0
44,11,9323,8,1,1129,5,5,7,0,1,2,0
37,4,31533,2,3,1116,32,0,107,0,0,2,0
29,1,12818,7,1,713,38,4,112,0,0,0,0
60,9,1415,4,3,805,42,5,24,1,0,1,0
48,5,21653,1,3,1909,24,5,2,0,0,0,0
44,6,24782,3,0,432,17,0,18,1,1,1,0
49,3,19564,5,1,1603,40,0,83,0,1,0,0
27,11,41804,8,0,1329,34,3,106,1,0,1,1
20,10,31519,2,0,28,23,5,100,0,0,2,1
62,8,13867,2,1,1312,54,1,56,0,1,2,0
44,7,6566,8,3,355,39,2,92,1,0,2,0
52,1,31128,9,3,1863,86,2,99,0,0,2,0
48,10,48053,1,3,2005,96,5,32,0,1,1,1
32,12,37958,2,1,2726,28,1,77,0,0,1,0
33,5,4340,4,3,2184,9,4,70,1,0,2,1
30,10,31559,3,0,154,78,0,93,1,1,1,0
66,9,25496,1,2,1487,9,2,10,0,1,0,0
52,12,16895,4,1,2374,89,3,40,0,1,1,0
69,11,24789,2,2,816,63,4,74,1,1,1,0
28,12,15010,5,0,1120,28,3,34,1,1,0,0
38,6,2546,1,2,2156,97,2,84,1,1,2,1
68,8,3446,8,0,1070,17,1,111,1,1,0,0
28,10,45279,2,2,1210,1,1,33,1,0,2,0
47,1,49337,3,2,454,24,3,75,1,1,0,1
65,10,40617,3,3,2371,84,5,88,0,1,2,1
52,11,4242,4,2,2333,50,4,97,1,1,0,1
39,7,16170,7,0,1107,94,2,57,1,1,1,0
55,3,47055,9,0,2698,21,0,22,0,1,0,0
48,9,7187,3,0,1351,8,1,48,0,1,0,0
31,6,23852,1,1,2797,90,3,76,1,0,2,1
41,5,15735,1,0,449,88,2,94,0,1,2,0
67,8,22318,6,1,321,88,4,32,1,0,1,0
66,8,31973,5,0,1169,90,5,108,0,1,0,1
49,12,48675,7,1,278,73,0,83,0,0,1,0
53,12,43065,7,2,2660,93,0,45,0,0,2,0
49,3,45139,3,2,1038,3,5,104,0,0,0,1
32,2,14824,7,0,414,20,1,2,1,1,1,0
60,2,31451,9,1,2542,29,0,115,0,0,1,0
52,14,31533,8,3,47,32,2,78,0,0,2,0
20,5,9361,3,3,1940,42,1,55,0,1,0,0
33,10,13579,5,3,656,89,1,59,1,1,2,0
22,12,15904,8,2,2817,1,1,33,0,1,2,0
38,7,27345,2,2,2480,86,5,96,1,0,0,1
27,8,45201,7,1,1544,30,2,105,1,1,0,0
36,10,12927,7,0,1348,3,3,83,0,0,2,0
42,8,42468,8,2,1826,46,0,14,0,0,2,0
21,13,44800,1,0,1317,83,0,68,1,1,0,0
46,12,49516,8,3,2425,88,3,66,1,1,1,1
36,8,12140,1,3,1108,44,1,74,0,0,1,0
60,10,19577,3,0,1397,64,4,59,1,0,0,0
19,12,16227,9,1,909,65,2,93,0,1,0,0
27,11,21282,4,3,2373,5,1,15,0,0,0,0
60,3,26149,9,1,316,6,1,31,0,1,1,0
42,14,24627,1,3,1968,50,1,97,1,1,0,0
37,11,12573,8,2,221,67,0,29,0,0,2,0
65,2,16809,3,3,1946,17,5,75,0,1,0,0
36,13,34074,7,1,2262,40,5,112,0,0,0,1
40,4,42564,2,2,845,68,5,109,0,0,2,1
41,1,13814,7,3,1515,24,0,104,0,1,0,0
28,3,34308,7,2,1109,55,5,73,0,0,2,1
63,11,32045,9,2,2433,0,4,47,0,1,1,1
51,9,21668,2,3,1028,97,2,57,0,1,1,0
45,7,9247,8,0,1731,54,1,58,1,1,0,0
22,7,16367,5,0,1239,2,5,93,1,1,1,0
22,1,41614,9,1,1360,53,0,101,1,1,0,0
68,7,31552,8,1,2925,80,3,85,0,1,0,1
38,10,5236,3,3,2701,31,0,31,1,1,2,1
29,7,32679,3,2,1191,87,1,53,0,1,2,0
67,4,31616,8,2,287,1,1,86,1,1,0,0
21,7,11546,9,0,1944,64,0,64,1,0,1,0
66,8,45199,2,0,2432,97,3,116,0,1,0,1
59,3,24624,3,2,2895,7,3,82,1,1,1,1
37,13,13288,8,2,2565,57,1,2,1,0,2,1
55,10,38687,2,1,2175,52,0,60,0,0,1,0
42,2,40937,8,2,1457,43,2,86,1,0,0,0
31,7,45637,5,2,1110,72,2,101,1,1,1,0
28,5,5660,6,3,1622,27,1,84,0,1,1,0
49,5,45721,4,2,1931,18,3,48,1,0,0,1
28,14,43327,3,0,1994,55,2,48,0,1,2,0
35,5,36497,8,0,623,19,0,118,1,0,0,0
44,7,11757,9,1,2338,70,4,61,1,0,2,1
35,9,38182,8,1,1931,55,4,4,1,1,1,1
40,11,18940,9,3,2745,34,3,26,0,0,2,0
28,8,41530,1,1,1259,18,5,84,0,1,1,1
38,6,40497,5,2,2205,80,4,22,1,1,2,1
61,7,11424,7,2,406,62,0,43,1,1,0,0
22,9,25347,8,3,1529,81,5,20,0,0,1,0
40,14,17658,2,0,1736,6,1,93,1,1,0,0
58,11,49362,4,2,1969,26,1,48,0,1,0,0
42,6,20043,7,2,2024,38,0,95,0,1,2,0
58,1,39560,5,3,877,29,1,61,0,0,0,0
27,4,42086,1,0,2245,22,0,23,1,0,2,1
39,8,44614,2,1,2527,83,0,108,0,0,2,0
36,7,15472,5,2,2333,22,4,61,0,0,1,0
18,3,12731,6,0,308,89,5,102,1,0,0,0
24,10,1572,1,3,345,46,4,80,0,0,0,0
21,3,27055,3,3,1914,77,3,63,1,0,0,0
18,11,47467,6,0,2446,47,4,19,1,1,0,1
32,3,30902,6,3,785,94,1,75,1,0,2,0
57,12,4972,7,1,1488,90,5,76,1,0,2,0
29,1,27647,3,0,796,62,4,100,1,0,0,0
39,10,43441,1,1,1139,8,0,13,1,0,2,0
39,1,13791,7,3,2684,22,4,2,0,1,2,0
67,6,44350,3,1,450,62,1,51,1,0,0,0
64,14,4853,5,1,2820,73,3,75,1,1,2,1
34,14,1933,4,1,1428,46,5,1,1,0,0,0
46,1,38796,1,1,2729,86,2,41,0,0,1,0
63,5,8745,7,0,2596,73,5,10,0,1,2,0
31,4,39684,4,3,2277,65,0,3,1,0,1,1
67,5,49992,1,3,1670,36,1,8,1,0,1,0
37,7,30541,6,2,244,37,1,80,0,0,1,0
67,6,40124,4,1,2113,0,2,36,1,1,2,1
65,12,43417,4,1,946,47,3,107,1,0,0,1
50,9,15162,2,2,1984,81,0,40,0,1,0,0
60,6,9735,1,2,1027,34,3,39,0,0,1,0
32,9,20164,3,1,1524,70,2,84,0,1,1,0
29,4,10040,5,3,2051,85,0,47,0,0,1,0
57,1,35269,9,2,143,52,4,119,0,0,1,1
37,1,13211,7,1,1784,24,3,60,1,1,2,0
47,10,44231,4,3,1080,41,4,8,1,1,2,1
55,7,45300,8,0,61,22,0,74,0,0,1,0
20,13,29839,4,2,2116,8,2,115,0,0,2,0
45,13,42846,6,2,79,26,4,37,1,1,1,1
43,13,17893,1,3,2415,74,4,63,1,1,0,1
47,3,18246,6,0,958,50,1,96,0,0,1,0
30,2,33777,5,3,2574,90,0,27,1,0,2,1
30,14,860,2,2,390,91,5,95,1,1,0,0
19,6,23122,1,0,521,56,2,3,1,0,2,0
54,6,5712,6,1,1676,81,1,39,1,1,2,0
66,13,36108,2,2,1778,35,3,6,0,0,2,1
55,7,27365,9,3,253,33,2,81,1,0,0,0
19,5,630,9,3,1715,12,1,10,1,0,1,0
53,8,9651,1,3,2051,54,3,85,1,0,0,1
43,7,28494,5,3,696,45,2,29,0,0,0,0
28,2,43087,8,3,2094,51,1,29,1,1,2,1
25,1,49084,4,2,1828,93,2,20,0,1,0,0
61,13,2660,3,0,653,27,4,79,0,1,0,0
57,14,18661,5,3,2573,85,1,66,1,0,2,1
60,9,5203,5,3,1506,87,4,97,0,1,1,0
39,5,24190,8,1,418,29,1,12,0,0,0,0
37,12,18021,6,1,1002,44,4,13,0,0,2,0
25,11,42333,2,0,2944,37,0,108,0,0,1,0
46,5,2881,1,2,2744,19,4,108,1,0,1,1
57,12,17430,3,2,559,69,0,39,1,1,1,0
43,10,5357,2,0,931,96,5,39,0,0,1,0
47,4,35056,4,0,1299,46,2,102,1,0,0,0
34,2,38931,3,0,595,58,3,45,0,1,0,1
37,5,15715,9,3,1121,78,3,85,0,0,2,0
69,2,981,5,2,2915,78,3,41,1,1,0,1
33,12,1947,4,0,2432,95,0,80,0,1,0,0
63,7,39467,9,1,1096,13,3,98,1,1,0,1
60,11,22210,4,3,2265,41,3,91,1,1,1,1
24,9,37436,6,3,2881,60,4,43,0,0,0,1
33,9,16414,1,3,2854,58,5,62,1,1,2,1
62,11,30218,2,3,2829,7,3,3,1,0,0,1
64,6,40031,4,0,216,99,0,9,1,0,1,0
65,1,44024,9,3,1964,56,4,44,1,1,2,1
44,13,23066,6,1,2149,21,0,34,0,0,1,0
40,6,44123,6,1,470,83,1,19,1,0,0,0
41,5,11420,9,0,180,87,3,102,0,1,2,0
26,4,2316,4,3,2687,20,0,90,1,1,1,1
52,12,25664,3,1,1484,27,0,87,0,0,1,0
68,6,38569,7,2,377,48,4,18,0,1,1,1
37,6,24501,7,3,2729,22,1,109,0,0,0,0
54,14,11880,9,0,2865,87,1,46,1,1,0,1
59,6,10794,6,2,1828,53,3,104,0,1,2,0
34,2,4909,2,3,1757,22,5,41,0,0,1,0
64,14,16662,6,2,2328,67,2,109,0,0,1,0
48,7,47260,8,3,1503,45,2,49,1,0,2,0
25,14,32541,6,3,1223,67,4,102,1,1,1,1
32,4,40639,9,1,849,93,3,52,1,1,0,1
48,13,2029,4,2,753,27,4,74,0,0,0,0
47,12,29717,3,2,250,94,5,43,0,1,2,0
63,9,47174,5,0,2962,96,3,10,0,0,1,1
37,10,14344,3,0,2821,49,1,85,0,1,0,0
56,2,32979,2,2,641,82,2,38,1,0,0,0
29,5,44279,2,1,2375,62,0,38,1,0,1,1
66,14,49966,4,1,890,9,2,47,0,1,2,0
34,4,11216,3,3,1506,88,3,7,1,1,0,0
59,9,22518,9,0,771,36,5,12,1,1,0,0
47,4,15807,7,0,1828,12,2,52,1,0,1,0
46,8,17865,6,0,1971,69,0,105,1,0,2,0
36,8,35995,8,3,2425,29,1,33,1,1,0,1
63,6,13200,9,1,2744,86,1,89,1,0,1,1
28,6,23967,3,0,481,99,3,92,0,0,0,0
51,11,44071,7,3,1757,79,2,24,0,1,0,0
67,8,1308,9,2,2623,71,3,48,1,1,0,1
24,12,44185,1,1,1777,79,2,31,1,1,0,0
61,13,136,9,2,485,10,4,82,1,0,2,0
51,12,18312,7,0,2988,0,3,23,0,0,2,0
37,10,11352,4,3,2305,85,2,71,0,0,1,0
67,9,19825,6,1,2075,17,4,114,1,0,0,1
55,5,7106,6,0,1086,99,3,72,0,0,2,0
41,11,47935,6,1,2018,10,1,118,1,1,2,1
27,1,24159,2,3,233,83,5,15,0,0,1,0
49,1,5447,5,3,1488,9,4,38,0,0,1,0
69,2,32271,7,0,349,47,3,28,0,1,1,1
32,10,28617,6,1,414,60,0,91,0,0,2,0
54,10,24374,3,3,1711,9,5,21,1,0,0,0
37,5,33677,5,1,2454,59,1,108,1,1,1,1
20,4,27748,8,1,1314,21,5,27,1,1,2,0
54,1,4218,5,2,2564,74,5,47,0,0,1,0
57,4,18010,3,0,1010,98,4,56,0,1,0,0
25,4,13183,9,0,287,8,2,111,0,0,1,0
57,10,49747,3,1,2355,14,0,106,0,1,2,0
61,4,13287,2,2,2610,82,2,105,0,0,2,0
40,1,524,6,1,782,36,5,14,1,1,1,0
57,9,26741,8,0,357,69,0,21,1,1,1,0
28,14,34850,6,0,2629,99,3,14,0,0,0,1
63,3,16018,1,1,2187,43,3,113,1,0,1,1
25,13,23254,8,1,1535,68,2,107,1,1,1,0
46,4,48266,1,1,1565,2,5,70,1,0,0,1
47,5,12092,9,0,1207,9,2,76,0,0,0,0
27,13,34101,8,1,423,76,2,28,1,0,0,0
56,13,42857,6,1,397,3,4,113,0,1,0,1
45,7,14646,2,3,2880,55,5,93,0,0,2,0
66,6,41624,9,0,305,39,1,37,0,1,1,0
53,5,3119,8,1,1043,32,2,102,1,0,2,0
30,8,1404,4,2,1987,97,3,67,1,0,1,0
49,14,47012,2,0,2274,99,5,33,0,0,2,1
53,1,49384,6,1,1254,32,5,114,1,1,2,1
54,7,16932,1,1,851,59,5,110,0,1,1,0
43,12,22891,7,3,1632,20,3,12,1,0,2,0
39,6,10122,1,3,495,68,2,12,1,1,0,0
21,11,10450,6,0,2675,44,5,75,1,0,2,1
48,5,11918,5,3,2375,56,5,92,0,1,2,0
35,7,33717,3,3,1206,76,2,51,1,0,1,0
55,3,4062,6,0,505,39,3,35,1,1,2,0
41,1,4954,4,2,607,80,4,98,0,0,2,0
40,9,34407,6,1,1413,63,5,86,1,1,2,1
39,2,3044,4,1,2655,9,0,103,0,0,2,0
19,13,22427,1,3,2557,73,3,117,0,0,2,0
48,10,3344,5,1,2705,65,0,87,0,0,1,0
28,3,22820,8,3,1317,84,2,12,1,1,0,0
45,8,25190,6,0,2579,64,1,19,1,0,0,1
63,12,46123,9,0,1162,29,2,95,1,1,1,0
49,10,34459,4,0,1580,81,2,59,1,0,2,0
22,9,48636,9,1,1762,34,2,117,0,1,2,0
55,13,7955,8,3,1369,52,5,13,1,0,1,0
27,3,1701,3,3,37,38,3,19,1,1,0,0
57,6,32052,6,1,314,21,3,36,0,0,2,1
63,7,45677,4,0,220,66,1,86,0,0,1,0
41,1,5790,1,2,2688,69,0,108,0,0,2,0
52,14,12621,9,3,1428,99,0,94,0,1,0,0
61,7,34710,4,3,1719,79,0,4,0,0,2,0
65,4,10583,5,1,1933,66,2,13,1,1,0,0
40,5,8158,3,2,404,99,1,84,1,1,2,0
34,8,13804,4,0,479,74,2,103,1,1,1,0
18,4,5665,9,3,2770,16,1,6,0,0,0,0
48,4,43956,7,1,2985,18,4,44,1,1,2,1
48,8,37356,8,2,824,59,3,76,1,1,0,1
59,5,30715,3,1,220,71,5,80,1,1,1,1
59,13,41774,3,2,2415,77,5,109,1,1,2,1
51,6,2027,7,1,1220,89,5,81,1,0,1,0
26,12,15612,8,2,984,88,2,8,0,0,0,0
39,11,8401,5,3,684,50,4,33,0,1,2,0
30,14,21413,1,2,1711,47,0,108,0,1,1,0
42,5,8557,3,0,1970,56,5,52,1,1,0,0
65,1,5592,5,3,1760,9,4,103,1,1,2,0
35,7,3323,3,0,2471,31,5,117,1,1,1,1
68,6,22611,1,3,1004,78,3,76,1,1,0,0
29,2,21555,7,2,2282,67,5,90,1,1,2,1
57,11,33822,1,3,829,27,3,83,1,1,1,1
34,7,23534,6,1,743,3,5,13,0,0,2,0
32,6,30441,6,2,1134,60,5,10,0,1,2,1
59,5,42409,7,1,2927,76,3,34,1,1,1,1
32,8,15107,1,1,1124,11,5,95,0,1,2,0
32,5,34442,3,1,1736,14,4,27,0,0,1,1
56,11,26899,9,1,1235,28,0,58,1,0,2,0
30,2,15774,2,0,2781,86,2,67,0,1,0,0
34,6,15526,5,2,1861,12,5,44,0,1,1,0
49,14,7195,3,1,675,37,0,69,1,0,1,0
26,12,44891,5,0,1418,57,1,5,1,1,0,0
57,1,24204,7,3,2703,34,1,37,0,1,1,0
37,5,3355,1,1,2306,39,2,71,1,0,2,1
43,14,33926,3,1,1269,75,5,104,1,0,1,1
44,6,34825,6,0,1002,93,5,56,1,0,2,1
38,7,23132,7,3,624,4,3,51,1,1,2,0
35,14,5044,3,3,99,1,2,56,0,1,1,0
30,2,37926,4,0,1127,29,4,112,0,0,1,1
33,1,30597,6,1,2060,98,5,42,0,1,1,1
26,6,27823,5,2,1917,9,3,13,0,1,0,0
29,3,35387,9,0,1250,72,2,34,1,1,1,0
61,5,11945,1,2,2861,80,2,100,1,0,1,1
55,12,24397,5,1,179,37,4,34,0,0,2,0
36,11,2670,1,1,2200,58,4,53,0,0,1,0
24,13,27603,8,3,835,93,0,3,1,0,0,0
52,2,7550,7,1,582,34,1,74,1,1,2,0
65,1,20371,5,3,1377,70,2,107,0,0,2,0
35,1,40571,6,3,2613,11,0,99,1,0,1,1
33,13,15998,4,1,1441,41,3,37,1,1,2,0
56,11,14489,9,3,1629,97,3,52,1,1,2,0
21,4,48282,3,1,1594,48,1,6,1,0,1,0
42,10,25563,2,3,196,66,3,21,0,0,1,0
49,13,844,7,3,2373,32,1,45,0,0,0,0
57,2,22904,2,1,2530,12,3,5,0,1,0,0
30,1,36382,6,2,2256,74,3,3,0,0,1,1
62,6,10971,8,0,936,19,2,20,1,0,2,0
34,14,13636,3,1,1323,94,4,94,1,0,0,0
66,4,23197,3,3,957,32,2,76,1,1,0,0
54,10,275,3,0,2474,33,0,61,0,0,1,0
23,13,49817,1,2,1086,49,4,35,0,1,2,1
36,12,3317,9,1,567,49,2,32,1,1,0,0
30,7,15206,5,3,2666,8,4,19,1,1,1,1
43,11,30459,9,3,2993,6,4,15,0,1,1,1
31,6,46564,5,1,1102,8,4,74,0,0,2,1
48,5,22457,7,3,887,25,3,57,0,1,1,0
21,10,42454,1,0,2977,1,4,26,1,0,1,1
56,12,38670,9,3,284,4,3,70,0,1,1,1
25,13,7134,1,0,1081,65,5,112,1,1,0,0
42,12,16363,4,0,2729,9,4,111,0,1,2,0
30,12,42280,7,1,376,30,3,90,0,1,1,1
49,12,8876,9,3,2424,32,4,2,0,0,1,0
55,2,43922,1,0,2820,5,0,49,0,0,2,0
55,5,9912,6,3,788,13,2,48,0,1,0,0
45,9,19839,5,0,373,77,5,32,1,1,2,0
47,9,27025,3,2,857,14,4,3,1,0,0,0
20,2,19675,2,1,1699,96,0,83,0,1,1,0
45,7,22331,1,1,2292,94,2,100,0,0,2,0
20,10,11499,2,1,2810,80,1,20,1,0,0,1
62,14,47831,4,0,2681,42,5,94,1,1,2,1
51,4,23200,6,2,2134,78,5,37,1,1,1,1
33,13,10868,5,0,99,19,4,109,1,0,0,0
39,13,33399,4,1,2422,20,1,20,0,1,1,0
49,3,11457,8,0,2806,63,2,60,1,0,2,1
55,11,1537,7,1,1519,28,2,98,1,1,1,0
25,1,25046,4,3,1930,58,4,59,0,1,2,0
25,3,20988,5,0,1232,72,0,108,1,0,2,0
23,11,5602,5,3,625,63,4,81,0,0,1,0
31,9,40476,3,0,83,92,0,42,1,0,0,0
49,14,5666,9,1,1601,43,4,23,1,1,2,0
52,9,41676,5,3,1,33,0,41,1,0,2,0
27,7,4114,2,0,2485,46,3,73,1,1,0,1
20,3,13713,4,1,686,8,0,27,0,0,0,0
29,13,40267,4,0,250,59,0,81,1,1,0,0
66,3,33799,5,3,410,29,2,105,1,0,1,0
48,4,49645,8,0,2786,16,1,46,0,0,0,0
46,7,35333,5,0,1410,51,4,17,0,0,2,1
22,7,48491,1,3,1108,58,2,113,1,1,2,0
69,12,21914,2,1,490,3,1,2,1,0,1,0
42,12,23486,3,0,2287,39,2,15,0,1,1,0
58,14,46876,3,0,2971,95,5,75,1,1,2,1
48,2,41685,6,2,2588,95,2,118,1,0,2,1
38,12,38856,9,2,2428,6,4,57,0,0,2,1
37,5,7609,1,1,799,37,5,101,0,0,1,0
56,7,22416,6,3,943,31,3,41,1,1,2,0
39,7,45717,9,1,1504,68,2,73,1,1,2,0
21,6,11171,4,1,1995,66,4,14,0,0,1,0
30,10,27842,3,1,1328,55,0,8,1,1,2,0
62,10,46949,6,0,695,19,1,107,0,0,2,0
59,12,13328,6,0,135,63,4,76,0,1,0,0
67,8,11714,2,1,1492,16,3,7,0,0,2,0
66,3,10401,5,1,2409,15,4,67,1,1,0,1
37,1,35649,1,2,2617,10,4,26,0,1,1,1
69,3,42951,9,3,186,12,0,3,0,0,1,0
30,11,11474,9,1,478,17,1,46,1,1,0,0
34,2,34507,3,2,2936,13,5,4,0,1,2,1
53,2,46706,5,1,1,33,1,57,0,0,0,0
50,14,41841,3,3,2898,75,3,96,0,1,1,1
18,14,14082,7,1,2589,85,5,46,0,1,2,0
32,2,31358,1,3,1686,84,5,14,0,1,2,1
30,5,45752,5,0,992,25,1,3,1,0,1,0
34,13,10348,6,3,2750,41,0,13,0,1,0,0
41,1,10615,7,1,270,60,3,8,0,0,0,0
25,10,35142,3,2,2946,38,0,56,1,1,1,1
67,4,26909,7,0,2467,1,0,102,1,0,2,1
44,14,10930,4,2,195,56,5,2,0,0,1,0
62,10,35348,6,1,2303,49,4,102,0,1,2,1
40,5,6899,5,0,79,15,4,116,0,1,0,0
63,2,8647,4,2,1122,61,4,46,1,1,0,0
25,5,31662,6,1,786,97,5,31,1,1,0,1
25,10,14428,3,2,2862,10,2,103,0,0,0,0
43,4,12779,3,3,447,82,0,91,1,0,1,0
64,8,21158,5,3,123,62,1,81,1,0,0,0
30,1,32337,5,1,1634,29,3,35,0,0,1,1
56,12,46796,9,2,2724,53,2,62,1,0,1,1
54,5,20006,4,1,1582,70,4,46,0,1,1,0
66,14,43527,5,2,359,26,5,24,1,1,2,1
45,14,38972,9,0,2287,85,2,65,0,1,0,0
42,11,16647,4,1,1766,63,5,93,1,1,2,0
33,12,23406,3,1,805,80,2,90,1,0,2,0
19,10,28310,7,2,1780,78,0,44,1,1,1,0
35,1,45793,7,1,1554,8,0,99,1,1,0,0
34,10,28339,8,0,2731,75,5,51,0,1,1,0
47,10,27930,4,2,1896,71,1,108,0,0,0,0
56,4,3481,4,2,669,1,3,88,0,0,2,0
30,8,34932,9,2,2252,48,3,46,1,1,2,1
49,1,39457,7,0,143,47,4,33,0,0,1,1
67,11,28941,3,0,2235,54,1,64,1,1,0,1
46,2,7547,9,1,2170,79,3,26,0,0,1,0
63,1,20468,5,2,1124,66,2,101,0,1,1,0
47,11,20371,4,0,284,30,2,39,1,0,2,0
35,7,439,1,3,2997,25,3,116,0,0,1,0
30,2,20074,9,1,2575,65,2,58,0,1,1,0
60,1,26609,6,0,384,29,5,115,1,0,0,0
38,12,37998,2,0,1579,76,2,26,0,0,0,0
47,6,26321,7,0,2946,77,5,102,0,1,0,0
38,6,27363,3,1,187,0,4,117,1,1,1,0
65,10,7833,6,0,624,95,2,114,0,0,0,0
34,2,45978,8,0,545,69,5,102,1,1,1,1
57,1,5149,3,3,914,21,3,75,1,0,0,0
36,14,43186,5,3,2138,74,0,93,0,0,0,0
69,10,45501,6,3,2544,86,2,93,0,1,0,0
32,3,21188,1,0,960,53,3,67,1,1,1,0
26,10,15708,7,3,1748,13,2,73,0,0,2,0
69,14,738,4,2,2164,13,1,99,0,1,2,0
27,5,7809,7,3,2733,83,5,57,1,1,1,1
61,6,5243,7,3,1044,70,4,70,0,1,1,0
48,3,1324,5,0,2180,18,0,73,1,1,2,1
40,9,47334,8,2,1316,25,5,8,1,1,1,1
69,11,48147,8,3,2038,58,2,91,1,1,0,1
47,5,44970,5,0,1378,21,3,34,1,0,2,1
50,13,37113,5,2,1613,5,0,115,1,0,1,0
69,2,9841,7,3,223,62,2,88,1,1,1,0
26,10,23091,6,0,436,76,1,112,0,1,2,0
64,6,40275,4,2,1662,73,3,69,0,0,1,1
18,12,26181,2,3,327,53,4,10,1,0,2,0
61,8,47658,8,2,1233,18,2,84,0,1,1,0
52,11,15742,3,2,2154,94,3,22,0,1,1,0
28,6,9667,2,0,2700,9,2,12,1,1,2,1
51,4,41727,7,1,567,36,4,108,1,1,2,1
33,6,38636,6,2,2043,76,1,29,1,1,0,1
26,8,17499,8,2,630,16,5,31,0,0,1,0
49,8,33203,6,2,2736,54,4,6,0,0,1,1
32,13,45821,7,2,1378,4,4,110,0,0,2,1
29,10,15430,2,2,2518,20,4,7,1,1,0,1
50,2,16564,2,1,725,38,5,117,0,1,2,0
62,8,2234,6,0,265,19,0,97,1,0,1,0
31,6,49509,9,1,1488,70,3,110,1,0,2,1
25,2,29762,3,0,2885,14,2,79,0,0,1,0
25,1,284,8,1,2899,78,5,13,0,1,1,0
44,6,30487,5,0,1465,52,1,63,0,0,2,0
29,13,49374,6,3,1308,86,2,24,1,0,1,0
18,7,40924,6,2,2833,32,0,94,0,0,1,0
60,14,7363,3,0,2582,43,1,97,1,1,0,1
57,14,13291,5,0,1955,65,0,84,0,0,0,0
59,10,3614,1,2,2417,49,2,19,0,1,1,0
68,5,32834,2,3,699,31,1,83,0,0,1,0
28,14,6177,3,2,1743,78,5,102,1,0,1,0
56,10,35220,4,0,1519,70,2,88,0,0,0,0
60,8,48584,9,0,2994,72,3,69,0,0,1,1
48,11,9600,1,2,154,54,0,22,1,1,0,0
34,13,15092,3,1,2668,27,3,60,0,0,0,0
50,12,10233,3,2,2364,85,3,22,1,1,1,1
49,9,6505,6,0,1324,2,2,92,0,1,0,0
46,4,30369,5,0,811,52,2,17,1,0,1,0
38,7,16974,3,0,151,41,4,95,0,1,2,0
38,8,31557,4,3,2223,1,4,47,0,1,2,1
57,13,17185,7,2,1079,21,1,7,0,1,2,0
40,6,35802,3,3,779,24,2,17,0,0,2,0
23,2,14447,9,2,1335,88,0,76,0,1,1,0
39,7,13602,8,3,154,31,2,62,1,1,2,0
67,13,46579,2,1,2020,6,2,63,1,1,1,1
55,9,13948,5,0,501,61,5,7,1,0,1,0
54,5,22521,4,0,2554,30,3,29,1,0,1,1
62,2,14526,5,2,149,62,3,109,0,0,1,0
68,4,4795,3,0,8,36,4,72,0,1,1,0
25,3,49071,1,3,1684,67,5,4,0,1,0,1
58,4,15960,8,1,1709,96,1,104,0,0,2,0
66,10,46965,9,3,593,78,1,118,1,1,0,0
52,7,47504,8,3,2639,8,2,16,1,0,0,1
68,10,25810,4,2,469,69,5,80,1,0,2,0
28,8,25511,2,0,2369,45,0,86,0,0,1,0
41,1,8943,4,3,2620,94,3,75,0,0,1,0
66,13,31252,9,2,451,33,0,59,1,1,2,0
38,8,49668,9,3,1848,59,5,41,1,0,2,1
68,5,15673,5,3,128,12,3,118,0,1,2,0
